"doi_prefix","issn"
"10.14422","0031-4749"
"10.21158","2590-521X"
"10.46239","2651-5237"
"10.5171","2994-2403"
"10.409","1982-3932"
"10.33084","2654-4385"
"10.21564","2414-990X"
"10.26439","2523-6326"
"10.30736","2550-0341"
"10.17953","0161-6463"
"10.30738","2622-3694"
"10.5672","1577-4015"
"10.30888","2410-6615"
"10.7753","2319-8656"
"10.55089","2630-600X"
"10.52028","2596-3201"
"10.25237","0716-4076"
"10.3358","0015-6426"
"10.15328","2312-7554"
"10.7311","1899-0983"
"10.3128","1976-0590"
"10.36706","2657-0971"
"10.14263","2330-2976"
"10.355","2671-6925"
"10.21325","2147-8775"
"10.18301","2199-1553"
"10.32394","2545-2517"
"10.18596","2149-0120"
"10.17981","2382-3860"
"10.17791","1598-2327"
"10.11626","1226-9999"
"10.31072","2179-4200"
"10.11627","2005-0461"
"10.37128","2520-6168"
"10.51891","2675-3375"
"10.54201","2786-1929"
"10.33253","1975-8499"
"10.52808","1690-4648"
"10.22546","0304-4866"
"10.1662","0002-7685"
"10.2471","0042-9686"
"10.3768","2540-9204"
"10.25103","1791-9320"
"10.1187","1931-7913"
"10.1537","0918-7960"
"10.22573","2454-6127"
"10.33762","2078-6069"
"10.46814","2674-9297"
"10.2182","2398-7073"
"10.33294","2523-4234"
"10.17482","2148-4147"
"10.9772","0915-5104"
"10.46346","1229-9340"
"10.3194","0216-9843"
"10.15757","1229-1390"
"10.47604","2957-6881"
"10.5248","0093-4666"
"10.5324","2535-5449"
"10.407","1225-164X"
"10.56698","2114-5350"
"10.5698","1535-7597"
"10.29046","1935-0783"
"10.76","0039-906X"
"10.7719","2244-0445"
"10.15514","2311-7230"
"10.2494","2278-0211"
"10.31727","1848-8323"
"10.5016","1984-2899"
"10.16993","2003-8046"
"10.20513","2447-6595"
"10.7601","0424-7086"
"10.5713","1011-2367"
"10.29122","2548-6101"
"10.14476","2288-9272"
"10.21706","0033-2623"
"10.46827","2501-1111"
"10.36366","2380-8144"
"10.54729","2789-8547"
"10.26635","2422-8656"
"10.52423","2716-3857"
"10.31334","2621-749X"
"10.26861","2383-5214"
"10.35799","2685-1083"
"10.18041","2382-3240"
"10.374","1225-0562"
"10.11564","2308-7854"
"10.32717","0131-0062"
"10.5112","0030-2813"
"10.61194","2988-6244"
"10.5709","2084-0845"
"10.53273","2712-8768"
"10.36092","1229-7895"
"10.53796","2709-0833"
"10.5322","1225-4517"
"10.3935","1845-6014"
"10.18484","2305-0047"
"10.18631","1226-4660"
"10.3825","1344-3755"
"10.5818","1529-9651"
"10.21438","2359-1412"
"10.17271","1984-3240"
"10.20435","2177-093X"
"10.18345","0085-7432"
"10.4401","2037-416X"
"10.1425","0916-3182"
"10.37602","2582-0176"
"10.11106","2005-162X"
"10.37879","0041-4255"
"10.36874","2719-2911"
"10.18259","2225-5141"
"10.18503","1995-2732"
"10.52564","1598-3870"
"10.32864","0202-4977"
"10.2915","2237-2202"
"10.209","2633-0407"
"10.47772","2454-6186"
"10.36344","2394-451X"
"10.5408","0022-1368"
"10.33891","2498-8170"
"10.37939","1683-3570"
"10.14218","2475-7500"
"10.3287","2007-9273"
"10.225","2302-7525"
"10.52465","2963-6361"
"10.36317","2664-469X"
"10.37154","2632-1734"
"10.26452","0975-7538"
"10.56326","2808-4802"
"10.58664","1994-4926"
"10.241","1418-9933"
"10.51889","1728-5461"
"10.5967","2197-5523"
"10.14336","2152-5250"
"10.37256","2717-6010"
"10.36272","2685-1849"
"10.47233","2655-8238"
"10.26502","2687-7996"
"10.9718","1229-0807"
"10.46619","2582-0435"
"10.21842","0973-919X"
"10.744","0123-885X"
"10.13063","2327-9214"
"10.3208","2188-8027"
"10.29176","1657-0448"
"10.4489","0253-651X"
"10.26619","2182-4339"
"10.18103","2375-1916"
"10.15403","1842-1121"
"10.19052","2389-8844"
"10.18257","2382-4980"
"10.25257","2712-8997"
"10.24271","2522-3879"
"10.31703","2707-4587"
"10.22579","2011-2629"
"10.4013","1806-9509"
"10.26334","2183-9077"
"10.21906","2391-8497"
"10.721","0289-1824"
"10.32832","2622-7215"
"10.2938","1982-3657"
"10.52524","2716-2486"
"10.222","0388-6107"
"10.5891","2186-1277"
"10.30798","2149-1658"
"10.12973","1305-8223"
"10.5426","0915-6127"
"10.24821","1978-0702"
"10.30961","0254-4474"
"10.56619","2078-7138"
"10.14236","1477-9358"
"10.15258","0251-0952"
"10.21077","0970-6011"
"10.5376","1927-5781"
"10.24237","2222-8373"
"10.47438","1999-3455"
"10.26679","0973-9467"
"10.22471","2423-8376"
"10.47576","2949-1878"
"10.59983","2583-942X"
"10.18101","2305-753X"
"10.21062","1213-2489"
"10.7821","2254-7339"
"10.3552","1984-7556"
"10.17235","1130-0108"
"10.59849","2078-4163"
"10.58","2078-502X"
"10.22289","2446-922X"
"10.46604","2518-833X"
"10.5956","1882-8590"
"10.18551","2226-1184"
"10.3832","1971-7458"
"10.48074","2358-5587"
"10.31215","2306-4927"
"10.5101","2150-5578"
"10.18256","2358-6508"
"10.21759","1598-558X"
"10.5912","1478-565X"
"10.35129","2656-0410"
"10.15548","2528-5637"
"10.1768","1308-3198"
"10.18034","2312-2021"
"10.37648","2454-4671"
"10.18652","1598-3749"
"10.606","0579-2991"
"10.1156","0917-3323"
"10.15695","2693-0862"
"10.30541","0030-9729"
"10.30917","1814-9588"
"10.5573","1300-0632"
"10.1805","2305-8552"
"10.32653","2618-849X"
"10.22281","2542-1697"
"10.7737","2287-2043"
"10.47709","2656-7016"
"10.62386","2988-6821"
"10.52768","2766-7820"
"10.21215","2233-9116"
"10.26845","2005-8187"
"10.5927","1884-5045"
"10.46998","2692-5877"
"10.17157","2405-691X"
"10.1563","1548-1336"
"10.32522","2599-1183"
"10.15188","1738-7698"
"10.1886","2550-0074"
"10.17748","2219-6048"
"10.20885","0853-7666"
"10.7887","0917-950X"
"10.1802","2149-9225"
"10.14356","2189-4663"
"10.472","2777-1156"
"10.20534","2310-5690"
"10.34068","1077-5315"
"10.32517","2221-1993"
"10.18176","1018-9068"
"10.28955","2564-7814"
"10.33335","1226-6388"
"10.17296","1229-1757"
"10.33386","2588-0705"
"10.18063","2717-5154"
"10.7863","0278-4297"
"10.30997","2550-0236"
"10.3531","2615-0409"
"10.18496","1229-3687"
"10.1637","0005-2086"
"10.51729","2774-776X"
"10.55963","2746-9948"
"10.47684","1229-6597"
"10.53865","1225-8652"
"10.17781","2225-658X"
"10.51391","0255-0539"
"10.58757","2536-0132"
"10.26156","2075-4078"
"10.52694","2658-0535"
"10.3414","0026-1270"
"10.31377","2579-2709"
"10.18081","2226-3284"
"10.23978","1797-9129"
"10.26463","2249-2208"
"10.23897","1015-2105"
"10.29107","2392-3113"
"10.25298","2221-8785"
"10.37676","2722-0613"
"10.36704","2674-905X"
"10.24958","1738-9208"
"10.36088","2540-9697"
"10.35333","2630-6344"
"10.17545","2359-3962"
"10.5525","2615-9368"
"10.15451","2238-4782"
"10.31579","2693-7247"
"10.37343","1234-5415"
"10.18265","2525-5355"
"10.2404","2585-8955"
"10.33873","2686-6706"
"10.52312","2687-4784"
"10.57142","2963-8895"
"10.14713","2151-3619"
"10.34006","2621-4199"
"10.5532","1229-5671"
"10.52978","2542-1220"
"10.20437","1226-8119"
"10.4275","1225-598X"
"10.1897","0730-7268"
"10.34163","1975-7700"
"10.18389","2011-3188"
"10.14221","1835-517X"
"10.31413","2318-7670"
"10.5954","2188-7829"
"10.35634","2413-2454"
"10.5326","0587-2871"
"10.36018","2581-4885"
"10.575","0269-1922"
"10.36615","2523-1154"
"10.26726","1812-7096"
"10.19179","2319-0868"
"10.2534","1884-2054"
"10.18605","2175-7275"
"10.17122","2073-0128"
"10.2652","2668-5817"
"10.7438","1584-9341"
"10.26907","2311-2042"
"10.15253","2175-6783"
"10.16882","1300-3496"
"10.36253","2704-6362"
"10.52518","1656-2534"
"10.15601","2238-1945"
"10.585","1225-1151"
"10.17805","2218-9238"
"10.18854","1229-506X"
"10.33795","2654-6531"
"10.1552","2277-4939"
"10.37624","0974-3154"
"10.52292","2525-1295"
"10.36503","2277-8845"
"10.7817","2169-2289"
"10.32584","2621-2978"
"10.33099","2304-2745"
"10.35567","1999-4508"
"10.32502","2827-816X"
"10.21307","2545-3149"
"10.56162","2683-328X"
"10.4072","1519-7530"
"10.35535","2544-7459"
"10.17512","0526-5916"
"10.56672","2962-2840"
"10.33048","0037-4474"
"10.21172","2319-3778"
"10.18781","2007-8080"
"10.1655","0018-0831"
"10.1645","0022-3395"
"10.33558","2961-8142"
"10.37331","1226-6213"
"10.55345","2503-0302"
"10.5137","1019-5149"
"10.23867","2475-367X"
"10.3952","1648-8504"
"10.15281","0006-808X"
"10.17161","2332-4961"
"10.1883","1679-0944"
"10.25587","2587-8751"
"10.1674","0003-0031"
"10.54681","0585-5691"
"10.5614","2549-2659"
"10.18677","1809-0583"
"10.11612","2168-9105"
"10.47593","2675-312X"
"10.7709","0022-2984"
"10.17719","1307-9581"
"10.55521","2790-6345"
"10.3947","2093-2340"
"10.34239","2209-170X"
"10.20291","2311-164X"
"10.26885","2523-6113"
"10.59006","2815-6129"
"10.46763","2671-3969"
"10.18299","2199-353X"
"10.14302","2379-7835"
"10.31436","2735-2285"
"10.1534","1943-2631"
"10.56116","2735-7759"
"10.36461","1998-6092"
"10.15734","1226-6736"
"10.17857","2005-0143"
"10.2167","2395-9134"
"10.31049","1853-7049"
"10.54807","2004-0288"
"10.13008","0737-0679"
"10.37351","1130-3212"
"10.7793","1341-7703"
"10.25268","0122-9761"
"10.30763","2007-249X"
"10.22516","2500-7440"
"10.35138","2598-0327"
"10.17926","1598-5210"
"10.3587","2775-734X"
"10.26876","2530-9412"
"10.32611","2005-6176"
"10.56908","1909-5872"
"10.53286","2708-5783"
"10.5636","0022-1392"
"10.19087","2301-7848"
"10.16887","0256-6419"
"10.1885","1738-0545"
"10.7599","1738-429X"
"10.54944","2709-0515"
"10.48009","1529-7314"
"10.15541","1000-324X"
"10.59789","2798-091X"
"10.31248","2536-7072"
"10.30836","2522-4107"
"10.14341","2310-3787"
"10.34759","1727-6942"
"10.17162","2304-0335"
"10.519","0387-2777"
"10.18863","1309-0674"
"10.15713","2395-2075"
"10.31046","1839-8758"
"10.53658","2782-3067"
"10.26443","1715-8125"
"10.24867","2560-5925"
"10.6089","0385-2563"
"10.29309","2071-7733"
"10.22431","2500-5227"
"10.15506","0022-1252"
"10.36892","2704-7156"
"10.17507","2053-0692"
"10.6036","2340-6585"
"10.32997","2256-2796"
"10.48001","2394-3130"
"10.5955","0441-2508"
"10.32786","2071-9485"
"10.37254","1976-8745"
"10.17261","2146-7943"
"10.18543","2386-9062"
"10.3258","2005-9620"
"10.22364","2255-9256"
"10.33022","2549-7286"
"10.29188","2222-8543"
"10.26882","1139-1472"
"10.15711","1226-7341"
"10.31912","1681-1062"
"10.5269","2723-6900"
"10.25021","1225-973X"
"10.5294","0122-8285"
"10.36994","2786-8990"
"10.5829","2961-9009"
"10.19053","2389-9441"
"10.1443","1923-1245"
"10.5352","1225-9918"
"10.31627","1216-6774"
"10.2088","1225-8571"
"10.3415","0932-0814"
"10.32732","1759-7676"
"10.18671","2318-1222"
"10.9778","2291-0026"
"10.9789","2175-5361"
"10.59811","2986-7959"
"10.34127","2598-618X"
"10.17784","2236-5435"
"10.29091","0023-4567"
"10.5008","1809-7367"
"10.32873","2578-6105"
"10.47643","1815-1329"
"10.2096","2952-3206"
"10.1627","1346-8804"
"10.33053","2317-3467"
"10.55544","2583-1712"
"10.35305","1851-992X"
"10.35742","2695-5016"
"10.26804","2652-3310"
"10.5208","2477-9423"
"10.37741","1849-1545"
"10.17055","1226-8658"
"10.31126","2148-0370"
"10.12982","1685-1994"
"10.21199","0045-3897"
"10.36845","2073-8250"
"10.15391","2522-1906"
"10.24289","2149-5939"
"10.32757","2619-0923"
"10.21804","2518-4601"
"10.2682","2588-0748"
"10.36798","2448-6019"
"10.33543","2464-6733"
"10.33182","2051-4891"
"10.20333","1819-9496"
"10.32718","2707-5834"
"10.14708","2299-4009"
"10.36744","2719-2725"
"10.12662","2447-6641"
"10.24195","2414-9616"
"10.17691","2076-4243"
"10.30776","1598-8260"
"10.32582","1846-0453"
"10.51561","0009-062X"
"10.51342","2722-8525"
"10.34128","2614-0489"
"10.7812","1552-5767"
"10.24057","2542-1565"
"10.36906","2686-8784"
"10.31941","2301-6442"
"10.29015","2544-0365"
"10.32665","2597-6656"
"10.21102","1836-070X"
"10.7762","2287-3732"
"10.53983","2320-0685"
"10.58172","2618-4095"
"10.33002","2564-016X"
"10.24925","2148-127X"
"10.3752","1802-6850"
"10.126","1757-2258"
"10.1658","1100-9233"
"10.5523","2462-151X"
"10.31014","2615-3726"
"10.33241","2595-7880"
"10.32641","0370-4106"
"10.33963","0022-9032"
"10.15812","2005-1484"
"10.6108","1226-6027"
"10.18697","1684-5374"
"10.29007","2632-881X"
"10.5398","2615-787X"
"10.59151","2785-9746"
"10.61473","1025-1715"
"10.13065","2287-1705"
"10.14308","1998-6939"
"10.5091","2032-3913"
"10.61283","2952-2560"
"10.32687","0869-866X"
"10.7315","2508-4003"
"10.47313","2987-3622"
"10.537","2234-8972"
"10.4294","1884-2305"
"10.6033","0387-3374"
"10.53995","2711-0044"
"10.15818","2093-8780"
"10.5359","1349-340X"
"10.37724","0869-6446"
"10.52006","2704-288X"
"10.36082","2797-1880"
"10.21293","1818-0442"
"10.54905","2321-7367"
"10.13164","1210-2512"
"10.5502","1179-8602"
"10.12707","0874-0283"
"10.4098","0001-7051"
"10.55981","2337-8824"
"10.29328","2573-6264"
"10.9771","1981-1411"
"10.5993","1087-3244"
"10.18782","2320-7051"
"10.4111","2005-6737"
"10.36955","2409-1537"
"10.35583","2460-1039"
"10.4193","2589-5613"
"10.62016","2775-4944"
"10.22492","2432-4604"
"10.1649","0010-065X"
"10.18412","2413-6476"
"10.21532","2502-695X"
"10.533","2202-4859"
"10.18069","1300-9702"
"10.21826","0073-4705"
"10.3198","1936-5209"
"10.32508","1859-0128"
"10.18505","2528-9861"
"10.16978","1738-9739"
"10.19083","2223-2516"
"10.31762","2315-4551"
"10.7152","0193-1075"
"10.14495","1883-0609"
"10.1672","0277-5212"
"10.14326","2187-5219"
"10.5424","2171-9845"
"10.33061","2655-156X"
"10.18522","2658-5820"
"10.523","1598-1320"
"10.3763","2621-9166"
"10.32038","2667-6761"
"10.2335","0914-5508"
"10.36667","1907-8064"
"10.54991","2583-4266"
"10.22481","2316-1205"
"10.4031","0025-3324"
"10.2511","1982-114X"
"10.29119","1641-3466"
"10.37345","2304-5353"
"10.21455","0131-6230"
"10.20538","1819-3684"
"10.21208","1976-8400"
"10.4693","2686-5440"
"10.20294","1946-5130"
"10.127","0536-3683"
"10.30659","2615-5257"
"10.17754","1738-7620"
"10.23979","1796-6191"
"10.33633","2477-3913"
"10.53919","2675-7400"
"10.31389","1533-6239"
"10.15557","1734-1531"
"10.9758","1738-1088"
"10.30821","2549-3051"
"10.18841","1598-737X"
"10.18374","1555-1296"
"10.53429","2797-1619"
"10.20496","2383-8736"
"10.1716","2364-0626"
"10.24059","2472-5730"
"10.33393","2705-0076"
"10.32923","2614-0217"
"10.15802","2413-6212"
"10.30534","2278-3091"
"10.18785","1087-688X"
"10.31268","1896-9852"
"10.20878","2466-0752"
"10.58293","2722-9882"
"10.33171","2459-0150"
"10.46607","2320-5091"
"10.59002","2829-0550"
"10.3549","2684-1150"
"10.21792","1226-9301"
"10.4218","1225-6463"
"10.21701","2253-6167"
"10.32383","0001-6837"
"10.53744","2797-2232"
"10.30854","2248-6941"
"10.3639","2343-5763"
"10.16921","1390-924X"
"10.24136","2450-7725"
"10.32521","2074-8132"
"10.25057","2500-5731"
"10.48164","2713-301X"
"10.13169","2042-891X"
"10.32672","2541-1934"
"10.54371","2614-8854"
"10.6315","3005-3846"
"10.26729","1984-7858"
"10.33221","2354-8177"
"10.31967","2502-9525"
"10.30611","2317-2010"
"10.2119","1076-1551"
"10.7783","1225-9306"
"10.9773","0038-1586"
"10.48028","2465-728X"
"10.35632","2642-701X"
"10.20531","2465-423X"
"10.9724","2287-1780"
"10.11609","0974-7893"
"10.5001","1999-768X"
"10.25083","2559-5555"
"10.31963","2775-0213"
"10.30607","1308-1594"
"10.36108","1597-5207"
"10.24172","2093-2707"
"10.36916","2550-0538"
"10.5306","2218-4333"
"10.25159","1998-8125"
"10.21757","0103-3816"
"10.20916","2071-9639"
"10.55122","2746-6507"
"10.15212","2305-6983"
"10.36629","2686-9896"
"10.6339","1680-743X"
"10.18381","1870-6622"
"10.18689","2639-4553"
"10.33024","2622-6030"
"10.18586","2147-7930"
"10.31571","2598-6155"
"10.51983","2249-6297"
"10.1435","0188-4611"
"10.18016","2619-9149"
"10.29063","1118-4841"
"10.15576","2300-1496"
"10.5361","0022-8400"
"10.33027","2447-780X"
"10.34238","2615-9562"
"10.31429","2078-5224"
"10.3262","2663-2012"
"10.34248","2619-8991"
"10.35383","2663-4910"
"10.47405","2504-8562"
"10.11608","1331-7563"
"10.3377","1226-4415"
"10.731","0388-8525"
"10.502","2318-0722"
"10.17516","2311-3499"
"10.20952","2358-1425"
"10.32601","2149-1135"
"10.59156","1850-1532"
"10.46729","2722-4015"
"10.21653","1300-8757"
"10.13042","2340-6577"
"10.18576","2090-9551"
"10.16915","1229-6341"
"10.25264","2519-2558"
"10.3413","2070-4992"
"10.14723","1382-3469"
"10.3725","0919-6765"
"10.51121","2149-0015"
"10.57213","2809-8870"
"10.21597","2536-4618"
"10.21779","2224-0241"
"10.2919","1229-7224"
"10.15728","1808-2386"
"10.11565","0719-1855"
"10.33687","2710-1665"
"10.33596","1547-7150"
"10.12791","2288-0992"
"10.56048","2588-0659"
"10.46298","1844-8208"
"10.46328","2147-611X"
"10.37055","2450-6869"
"10.24158","1815-4964"
"10.21452","2178-8022"
"10.2645","2459-1149"
"10.13111","2066-8201"
"10.31533","1982-1263"
"10.5536","0190-9215"
"10.37842","2685-1679"
"10.24224","2225-756X"
"10.33338","2489-4966"
"10.22381","2327-5731"
"10.52567","2710-3129"
"10.2346","1945-5852"
"10.17831","2329-9339"
"10.35384","2579-4841"
"10.21478","1229-5973"
"10.54751","1981-223X"
"10.33429","2476-8472"
"10.2158","2776-1657"
"10.17007","1598-4729"
"10.32585","2580-748X"
"10.24182","2073-6258"
"10.18661","2318-857X"
"10.38214","2085-4536"
"10.22633","1519-9029"
"10.47222","2526-3544"
"10.15705","1229-1943"
"10.4334","1229-5515"
"10.3346","1011-8934"
"10.33483","1015-3918"
"10.12724","0975-329X"
"10.31074","2063-9945"
"10.5785","2224-0012"
"10.21836","0177-7726"
"10.33584","1179-4577"
"10.20894","2278-2400"
"10.9726","1226-7813"
"10.21278","1333-1124"
"10.21744","2632-9476"
"10.1188","0190-535X"
"10.28937","2366-0740"
"10.7708","2217-544X"
"10.52939","2673-0014"
"10.58292","2154-3968"
"10.4796","2831-0322"
"10.2225","1814-2400"
"10.59188","2775-3727"
"10.34305","2623-1204"
"10.3418","2447-9365"
"10.1076","0360-5310"
"10.24888","2949-2793"
"10.36104","2248-6054"
"10.32387","2700-0311"
"10.3912","1091-3734"
"10.5511","1884-7706"
"10.35746","2798-4001"
"10.394","2752-6569"
"10.5348","0976-3198"
"10.54158","2713-2838"
"10.5258","2232-8556"
"10.5515","1226-3133"
"10.33373","2656-3371"
"10.3371","1935-1232"
"10.5733","1681-5556"
"10.33102","0127-7871"
"10.7225","1848-3313"
"10.30516","2651-401X"
"10.38035","2829-6192"
"10.15762","2449-8637"
"10.23858","0003-8180"
"10.12739","1308-7231"
"10.19153","0717-5000"
"10.2336","0386-9784"
"10.52616","2508-9064"
"10.12983","2322-4541"
"10.33305","0235-2443"
"10.33788","1583-3410"
"10.5365","2094-7321"
"10.1539","1341-9145"
"10.5512","0386-9040"
"10.22144","1859-2333"
"10.24112","2075-4604"
"10.5342","2672-3247"
"10.25111","1976-1562"
"10.52075","2830-7674"
"10.151","1569-9293"
"10.13158","0018-0971"
"10.5551","0386-2682"
"10.54435","2785-9118"
"10.1701","2278-1811"
"10.5562","0011-1643"
"10.37406","2706-851X"
"10.1715","2658-7068"
"10.1561","2326-6198"
"10.17279","1226-511X"
"10.52852","2354-080X"
"10.3974","2096-3645"
"10.7556","2702-3648"
"10.46338","2250-2459"
"10.33601","2456-6675"
"10.24072","2551-668X"
"10.5588","1027-3719"
"10.2033","2560-0753"
"10.54692","2521-0130"
"10.17483","2368-6669"
"10.51696","2764-3999"
"10.2501","0021-8499"
"10.59304","2149-5645"
"10.47385","1982-1816"
"10.18268","1405-3322"
"10.32758","2071-5951"
"10.7851","1225-8857"
"10.34281","2092-6553"
"10.52158","2723-5378"
"10.18563","0031-0247"
"10.47572","2148-8118"
"10.20852","2147-5520"
"10.51976","2347-3258"
"10.20988","1738-1908"
"10.31992","2072-0459"
"10.25789","1813-1905"
"10.56712","2789-3855"
"10.25251","2574-1624"
"10.35633","2068-2239"
"10.32322","2636-8579"
"10.32996","2617-0299"
"10.11598","1907-770X"
"10.29207","2580-0760"
"10.18239","2254-6901"
"10.34216","1998-0817"
"10.5327","2358-2871"
"10.37059","1598-8538"
"10.33844","2345-6744"
"10.14797","1947-6094"
"10.15733","1225-6277"
"10.21035","2182-570X"
"10.31744","1679-4508"
"10.9719","1225-7281"
"10.55632","2473-0386"
"10.33245","2415-7635"
"10.21272","2077-6772"
"10.2911","2548-0502"
"10.30862","2622-6545"
"10.24857","1981-982X"
"10.15763","2374-779X"
"10.30673","2489-6470"
"10.33472","2663-2187"
"10.52333","2721-494X"
"10.33627","2599-1337"
"10.37931","2674-600X"
"10.4065","0025-6196"
"10.33549","1802-9973"
"10.61905","2082-9019"
"10.36441","2620-7753"
"10.5737","1181-912X"
"10.35232","2564-6311"
"10.59909","2757-9964"
"10.53","1211-6661"
"10.47689","2181-1415"
"10.1518","0018-7208"
"10.5717","2233-6834"
"10.33737","2504-4400"
"10.594","0369-4585"
"10.32077","2719-7255"
"10.9716","1975-4256"
"10.36834","1923-1202"
"10.52825","2750-4425"
"10.35307","2614-2864"
"10.18316","2316-5537"
"10.35349","1226-1947"
"10.30914","2411-3522"
"10.30637","0035-3639"
"10.1543","2288-3649"
"10.1477","0435-4036"
"10.24075","2070-7339"
"10.47589","1301-2746"
"10.4085","1062-6050"
"10.12956","1307-4490"
"10.12652","1015-6348"
"10.18696","2237-3667"
"10.17051","1305-3515"
"10.35314","2723-0309"
"10.974","2168-9709"
"10.33225","2538-7138"
"10.18861","2301-1505"
"10.404","2005-3673"
"10.12776","1338-1660"
"10.26533","1907-7513"
"10.24873","1646-2890"
"10.2977","0034-5318"
"10.31723","2524-0447"
"10.51248","0970-2067"
"10.20323","2658-428X"
"10.22278","2318-2660"
"10.22416","2658-6673"
"10.14533","1347-2194"
"10.2254","2459-4148"
"10.2345","0899-8205"
"10.4136","1980-993X"
"10.47856","2348-1358"
"10.35387","2308-6386"
"10.32743","2311-5122"
"10.33751","2598-120X"
"10.35457","2527-3345"
"10.14455","2644-108X"
"10.1773","0018-7259"
"10.7206","2080-1084"
"10.535","1018-8681"
"10.4137","1176-9351"
"10.7862","2300-6366"
"10.36499","2685-5518"
"10.26493","1855-3974"
"10.5109","0071-1268"
"10.20446","2414-3197"
"10.24331","2458-9322"
"10.32798","2658-2503"
"10.2156","2148-9424"
"10.34053","2164-7747"
"10.15389","0131-6397"
"10.32844","2618-1258"
"10.17208","1226-7147"
"10.61248","2184-7320"
"10.31617","1998-2666"
"10.31577","2585-8807"
"10.23841","1226-8968"
"10.414","0888-5109"
"10.55809","2620-9837"
"10.2988","0006-324X"
"10.22559","1300-7491"
"10.18162","1718-8237"
"10.5916","2234-7925"
"10.52897","2411-4588"
"10.5805","1229-2060"
"10.38045","2587-3458"
"10.1265","0021-5082"
"10.24996","2312-1637"
"10.22395","2248-4345"
"10.7453","2164-9561"
"10.26792","2358-3932"
"10.23953","2320-0243"
"10.52543","1737-5436"
"10.235","1093-5266"
"10.46501","2455-3778"
"10.51581","2220-2234"
"10.21088","2347-999X"
"10.5485","2676-8364"
"10.12815","1738-0774"
"10.36465","2621-1521"
"10.24169","1786-5158"
"10.18773","0312-8008"
"10.28982","2602-2079"
"10.46818","2595-0630"
"10.31883","1230-0322"
"10.33314","1999-6217"
"10.35965","2808-4861"
"10.55493","2222-6737"
"10.19177","2238-8753"
"10.1574","0973-1520"
"10.5649","1882-1499"
"10.25241","2360-2406"
"10.36841","2656-4459"
"10.53513","2828-2566"
"10.3088","2289-7410"
"10.29132","2149-0910"
"10.7243","2049-9752"
"10.17704","0736-623X"
"10.37816","2713-0789"
"10.757","1226-4407"
"10.15698","2311-2638"
"10.31272","2520-0925"
"10.5153","1360-7804"
"10.18227","2317-1448"
"10.20913","2712-7931"
"10.51791","0331-2062"
"10.20336","2318-0544"
"10.32819","2617-6106"
"10.3604","2747-2272"
"10.31108","2414-0023"
"10.22293","2179-507X"
"10.29344","0719-6458"
"10.36607","2317-1367"
"10.24159","1598-9283"
"10.1568","2347-6710"
"10.22507","1909-0455"
"10.33193","2710-2165"
"10.14492","0385-4035"
"10.54847","2695-6942"
"10.47207","2675-5246"
"10.17694","2147-284X"
"10.5024","0386-9490"
"10.15275","2304-3415"
"10.7233","1229-6880"
"10.20858","1896-0596"
"10.5305","0272-5037"
"10.20398","2179-7889"
"10.2461","1646-2742"
"10.56139","2723-2727"
"10.29181","2594-6463"
"10.21703","2735-6337"
"10.30588","2527-6638"
"10.2496","1348-4818"
"10.31867","2786-6750"
"10.30955","1790-7632"
"10.17852","1809-709X"
"10.37867","0974-035X"
"10.51288","0048-7732"
"10.15801","1225-0511"
"10.59169","2806-5794"
"10.36633","1871-515X"
"10.158","1080-6032"
"10.16974","1598-4796"
"10.17503","0126-0537"
"10.33152","2604-6423"
"10.47526","2306-7365"
"10.36273","2076-9555"
"10.2354","1880-2117"
"10.5483","0719-935X"
"10.31809","2636-1205"
"10.54367","2599-3089"
"10.15512","0974-0805"
"10.7236","2289-0238"
"10.52532","2521-6414"
"10.36678","2455-0159"
"10.52742","2774-2547"
"10.12777","2502-1516"
"10.7769","2178-9010"
"10.5748","2448-1041"
"10.17763","0017-8055"
"10.54956","2407-3717"
"10.21589","1976-3115"
"10.25056","2508-8831"
"10.35891","2597-436X"
"10.53933","2733-368X"
"10.23961","1992-4240"
"10.30715","2594-8385"
"10.18474","0749-8004"
"10.51204","2406-2693"
"10.5366","1657-5830"
"10.32855","1930-014X"
"10.31578","2449-2426"
"10.5858","1543-2165"
"10.22345","2092-5182"
"10.231","1081-5589"
"10.46834","1976-6467"
"10.33994","0130-2655"
"10.25062","2981-3018"
"10.1452","1308-9196"
"10.21879","2358-0194"
"10.33882","0974-4916"
"10.38021","2667-5463"
"10.34043","0737-5778"
"10.1174","0210-9395"
"10.18234","2395-8464"
"10.30979","2595-0274"
"10.21283","2376-905X"
"10.5246","1003-1057"
"10.37549","2334-5446"
"10.5252","1290-0796"
"10.24256","2685-9939"
"10.31398","0048-377X"
"10.51866","1985-207X"
"10.54355","2789-7338"
"10.46684","2687-1033"
"10.18011","2359-6724"
"10.21869","2686-6757"
"10.7813","2075-4124"
"10.3625","2630-919X"
"10.25276","0235-4160"
"10.52461","2790-6876"
"10.17258","1225-5246"
"10.2924","2807-7423"
"10.21657","2148-5534"
"10.35309","2656-6680"
"10.31497","1000-3037"
"10.4251","1948-5204"
"10.54561","1820-659X"
"10.18559","2450-0097"
"10.4675","2406-9418"
"10.56422","2520-4106"
"10.14447","2292-1168"
"10.17992","0023-7213"
"10.36448","2686-181X"
"10.3197","0822-7942"
"10.15181","1392-4095"
"10.33936","2588-0578"
"10.4287","0285-5844"
